Mission_ID,Mission_Name,Agency,Country_Region,Agency_Type,Program_Type,Mission_Category,Sub_Category,Launch_Date,End_Date,Duration,Launch_Vehicle,Launch_Site,Status,Mission_Phase,Crew_Type,Crew_Members,Destination,Objective,Key_Achievement,Cost_USD_Million,Partner_Agencies,Data_Returned,Failure_Reason,Mission_Outcome_Detail,Reference_URL
NA-00075,GRACE,NASA,USA,Government,Sounding Rocket,Sun/Solar,Parker-type,1999-03-27,2000-05-28,1.2 years,Space Shuttle,Wallops Flight Facility,Success,Past,Uncrewed,N/A,Sun/Solar,Heliosphere boundary exploration,Extended mission beyond original timeline,8605.5,ISRO,Yes,N/A,Successfully tested new propulsion system,https://www.nasa.gov/mission/grace
NA-00076,ICESat,NASA,USA,Government,Satellite,CubeSat,16U CubeSat,1961-09-07,1976-06-09,14.8 years,Delta IV,Kennedy Space Center,Partial Success,Past,Uncrewed,N/A,CubeSat,Heliosphere boundary exploration,Discovered new geological features,8868.6,None,Partial,Partial instrument failure,Mission ongoing - data collection in progress,https://www.nasa.gov/mission/icesat
NA-00077,SMAP,NASA,USA,Government,Sounding Rocket,Sun/Solar,Coronagraph,1994-04-23,1995-12-28,1.7 years,Falcon 9,Vandenberg SFB,Success,Past,Uncrewed,N/A,Sun/Solar,Asteroid composition and deflection study,Deployed constellation of satellites,7217.3,None,No,N/A,Completed all primary mission objectives,https://www.nasa.gov/mission/smap
NA-00078,GPM,NASA,USA,Government,Human Spaceflight,Sounding Rocket,Microgravity Exp,2022-10-08,2023-06-10,245 days,Space Shuttle,Kennedy Space Center,Success,Past,Crewed,"PS1, MS3, Commander, PS2, MS1, Pilot",Sounding Rocket,Gamma-ray burst detection and cataloguing,Achieved supersonic retropropulsion,12679.0,None,No,N/A,Historic first for agency and country,https://www.nasa.gov/mission/gpm
NA-00079,Landsat 8,NASA,USA,Government,Telescope,Saturn,Probe,1973-07-13,1973-11-26,136 days,Delta IV,Wallops Flight Facility,Success,Past,Uncrewed,N/A,Saturn,High-resolution Earth surface mapping,Partial success - secondary objectives met,14061.1,None,No,N/A,Extended mission beyond original timeline,https://www.nasa.gov/mission/landsat-8
NA-00080,Landsat 9,NASA,USA,Government,Satellite,CubeSat,12U CubeSat,1967-08-03,1967-11-06,95 days,Falcon 9,Kennedy Space Center,Success,Past,Uncrewed,N/A,CubeSat,Jupiter moon subsurface ocean investigation,Failed to achieve orbit due to launch vehicle anomaly,12561.2,JAXA,No,N/A,Successfully deployed all planned instruments,https://www.nasa.gov/mission/landsat-9
NA-00081,Deep Space 1,NASA,USA,Government,Sounding Rocket,Sun/Solar,Parker-type,2005-08-31,N/A,Ongoing,Falcon 9,Kennedy Space Center,Ongoing,Past,Uncrewed,N/A,Sun/Solar,Neptune and Uranus atmospheric study flyby,Collected and returned surface samples,7400.4,None,Yes,N/A,Failed to achieve orbit due to launch vehicle anomaly,https://www.nasa.gov/mission/deep-space-1
NA-00082,Deep Impact,NASA,USA,Government,Technology Demo,Communication Satellite,Broadband,2010-11-20,2022-12-31,12.1 years,Space Shuttle,Wallops Flight Facility,Failed,Past,Uncrewed,N/A,Communication Satellite,Microgravity biology experiment in LEO,Communication failure post-separation,6792.8,JAXA,Partial,Communication failure post-separation,Discovered new geological features,https://www.nasa.gov/mission/deep-impact
NA-00083,Stardust,NASA,USA,Government,Satellite,Moon,Impactor,2010-08-10,2020-11-19,10.3 years,Saturn V,Wallops Flight Facility,Partial Success,Past,Uncrewed,N/A,Moon,Human lunar landing mission support,Confirmed presence of subsurface water,8900.6,None,Yes,Secondary objective not met,Extended mission beyond original timeline,https://www.nasa.gov/mission/stardust
NA-00084,Genesis,NASA,USA,Government,Telescope,Communication Satellite,LEO Constellation,2014-10-31,2021-04-29,6.5 years,Falcon 9,Wallops Flight Facility,Success,Past,Uncrewed,N/A,Communication Satellite,Earth observation for disaster management,Successfully deployed all planned instruments,7980.6,None,Yes,N/A,Collected and returned surface samples,https://www.nasa.gov/mission/genesis
NA-00085,Solar Dynamics Observatory,NASA,USA,Government,Telescope,Asteroid,Sample Return,1971-09-30,1976-08-01,4.8 years,SLS,Wallops Flight Facility,Failed,Past,Uncrewed,N/A,Asteroid,Mars sample return mission support,Software error during critical maneuver,9664.2,None,Yes,Software error during critical maneuver,Planned - objectives to be confirmed post-launch,https://www.nasa.gov/mission/solar-dynamics-observatory
NA-00086,STEREO,NASA,USA,Government,Commercial,Mercury,Flyby,1958-10-04,1965-05-13,6.6 years,Falcon 9,Wallops Flight Facility,Success,Past,Uncrewed,N/A,Mercury,Heliosphere boundary exploration,Deployed constellation of satellites,11324.8,None,Partial,N/A,Collected and returned surface samples,https://www.nasa.gov/mission/stereo
NA-00087,WIND,NASA,USA,Government,Technology Demo,CubeSat,16U CubeSat,1992-06-19,1994-12-23,2.5 years,Atlas V,Kennedy Space Center,Success,Past,Uncrewed,N/A,CubeSat,High-resolution Earth surface mapping,Detected water ice at target location,14736.9,None,Partial,N/A,Completed all primary mission objectives,https://www.nasa.gov/mission/wind
NA-00088,NISAR,NASA,USA,Government,Telescope,SmallSat,Science,1962-01-05,1964-09-06,2.7 years,Pegasus,Wallops Flight Facility,Success,Past,Uncrewed,N/A,SmallSat,ISS crew rotation and life support resupply,First crewed landing at destination,11501.5,CSA,Partial,N/A,Successfully deployed all planned instruments,https://www.nasa.gov/mission/nisar
NA-00089,PACE,NASA,USA,Government,Satellite,Telescope,X-ray,1982-08-12,1987-07-23,4.9 years,Saturn V,Vandenberg SFB,Success,Past,Crewed,"PS2, Commander",Telescope,Jupiter moon subsurface ocean investigation,Achieved supersonic retropropulsion,2693.5,None,No,N/A,First images returned from target destination,https://www.nasa.gov/mission/pace
NA-00090,SPHEREx,NASA,USA,Government,Commercial,Telescope,Gamma Ray,2012-06-21,2017-02-10,4.6 years,Delta IV,Kennedy Space Center,Success,Past,Uncrewed,N/A,Telescope,Earth climate monitoring and greenhouse gas measurement,Partial success - secondary objectives met,13400.6,SpaceX,Yes,N/A,Completed all primary mission objectives,https://www.nasa.gov/mission/spherex
NA-00091,Roman Space Telescope,NASA,USA,Government,Satellite,Venus,Orbiter,1960-03-24,N/A,Ongoing,Saturn V,Vandenberg SFB,Ongoing,Past,Uncrewed,N/A,Venus,Deep space gravitational wave detection,Successfully tested new propulsion system,6637.4,ISRO,Partial,N/A,First crewed landing at destination,https://www.nasa.gov/mission/roman-space-telescope
NA-00092,Artemis I,NASA,USA,Government,Robotic,Mars,Flyby,1960-07-18,1971-07-13,11.0 years,Saturn V,Vandenberg SFB,Success,Past,Uncrewed,N/A,Mars,Black hole imaging and stellar cataloguing,Deployed constellation of satellites,1446.8,None,Partial,N/A,Collected and returned surface samples,https://www.nasa.gov/mission/artemis-i
NA-00093,Artemis II,NASA,USA,Government,Telescope,Jupiter,Flyby,2002-06-24,2007-12-11,5.5 years,Titan,Kennedy Space Center,Success,Past,Crewed,"MS3, PS2, MS2, PS1, Pilot, Commander, MS1",Jupiter,Human lunar landing mission support,Achieved supersonic retropropulsion,14267.3,None,Partial,N/A,Mission ongoing - data collection in progress,https://www.nasa.gov/mission/artemis-ii
NA-00094,Artemis III,NASA,USA,Government,Technology Demo,Communication Satellite,Military,1966-05-10,1969-09-23,3.4 years,Falcon 9,Wallops Flight Facility,Success,Past,Uncrewed,N/A,Communication Satellite,Venus atmospheric chemistry and surface mapping,Achieved supersonic retropropulsion,9747.2,None,Partial,N/A,Deployed constellation of satellites,https://www.nasa.gov/mission/artemis-iii
NA-00095,Artemis IV,NASA,USA,Government,Commercial,Mercury,Flyby,1974-08-11,1978-03-30,3.6 years,Atlas V,Wallops Flight Facility,Failed,Past,Uncrewed,N/A,Mercury,Mars atmospheric study and habitability assessment,Debris impact damaged solar panels,14906.2,None,Yes,Debris impact damaged solar panels,Communication lost after initial deployment,https://www.nasa.gov/mission/artemis-iv
NA-00096,Gateway HALO,NASA,USA,Government,Robotic,Jupiter,Orbiter,1958-08-06,1960-03-12,1.6 years,Atlas V,Wallops Flight Facility,Success,Past,Crewed,"MS1, MS3, Pilot, MS2",Jupiter,Solar wind and coronal mass ejection monitoring,Captured highest resolution images to date,10533.3,None,Partial,N/A,Extended mission beyond original timeline,https://www.nasa.gov/mission/gateway-halo
NA-00097,Gateway PPE,NASA,USA,Government,Robotic,Mars,Lander,1963-08-09,1972-12-08,9.3 years,Titan,Vandenberg SFB,Success,Past,Uncrewed,N/A,Mars,Earth observation for disaster management,Landed successfully within target zone,14173.6,CSA,Partial,N/A,Deployed constellation of satellites,https://www.nasa.gov/mission/gateway-ppe
NA-00098,Lunar Terrain Vehicle,NASA,USA,Government,Human Spaceflight,Crewed Spaceflight,Moon Mission,2021-07-15,2023-05-16,1.8 years,Falcon 9,Wallops Flight Facility,Success,Past,Uncrewed,N/A,Crewed Spaceflight,Venus atmospheric chemistry and surface mapping,Extended mission beyond original timeline,9139.1,SpaceX,Partial,N/A,Collected and returned surface samples,https://www.nasa.gov/mission/lunar-terrain-vehicle
NA-00099,Europa Clipper,NASA,USA,Government,Satellite,Jupiter,Moon Study,1965-12-16,1973-01-15,7.1 years,Saturn V,Vandenberg SFB,Success,Past,Crewed,"MS2, PS2, MS1, Pilot, MS3, PS1, Commander",Jupiter,Space debris monitoring and removal,Demonstrated reusable rocket landing,1139.4,ISRO,Partial,N/A,Deployed constellation of satellites,https://www.nasa.gov/mission/europa-clipper
NA-00100,Dragonfly,NASA,USA,Government,Human Spaceflight,Jupiter,Flyby,1989-08-25,1994-01-04,4.4 years,Titan,Kennedy Space Center,Failed,Past,Uncrewed,N/A,Jupiter,Commercial crew certification flight,Power system failure in transit,4423.4,None,Yes,Power system failure in transit,Landed successfully within target zone,https://www.nasa.gov/mission/dragonfly
NA-00101,Mars Sample Return,NASA,USA,Government,Technology Demo,Communication Satellite,Military,1981-02-14,1983-07-31,2.5 years,SLS,Kennedy Space Center,Success,Past,Uncrewed,N/A,Communication Satellite,Earth climate monitoring and greenhouse gas measurement,Discovered new geological features,13916.1,None,Yes,N/A,Detected water ice at target location,https://www.nasa.gov/mission/mars-sample-return
NA-00102,Commercial Crew Demo-1,NASA,USA,Government,Technology Demo,ISS,Cargo Resupply,2021-06-15,2021-06-11,N/A,Pegasus,Vandenberg SFB,Success,Past,Crewed,"MS1, PS2, MS2, Pilot",ISS,Venus atmospheric chemistry and surface mapping,Completed all primary mission objectives,14681.2,ISRO,No,N/A,Confirmed presence of subsurface water,https://www.nasa.gov/mission/commercial-crew-demo-1
NA-00103,Commercial Crew Demo-2,NASA,USA,Government,Telescope,Mercury,Orbiter,1969-04-06,1984-05-31,15.2 years,Atlas V,Vandenberg SFB,Failed,Past,Uncrewed,N/A,Mercury,Interplanetary navigation technology test,Power system failure in transit,4664.1,None,Partial,Power system failure in transit,Successfully tested new propulsion system,https://www.nasa.gov/mission/commercial-crew-demo-2
NA-00104,Crew-1,NASA,USA,Government,Sounding Rocket,Jupiter,Orbiter,1989-01-22,1997-09-04,8.6 years,SLS,Kennedy Space Center,Success,Past,Uncrewed,N/A,Jupiter,Orbital mechanics experiment for future missions,Deployed constellation of satellites,13500.4,CSA,Partial,N/A,Demonstrated reusable rocket landing,https://www.nasa.gov/mission/crew-1
NA-00105,Crew-2,NASA,USA,Government,Robotic,Earth Observation,Agriculture,2006-11-23,2011-09-12,4.8 years,Pegasus,Wallops Flight Facility,Failed,Past,Uncrewed,N/A,Earth Observation,Mars atmospheric study and habitability assessment,N/A,13469.5,None,Partial,N/A,Successfully deployed all planned instruments,https://www.nasa.gov/mission/crew-2
NA-00106,Crew-3,NASA,USA,Government,Technology Demo,SmallSat,Earth Imaging,1958-01-18,1964-03-13,6.2 years,Pegasus,Wallops Flight Facility,Success,Past,Uncrewed,N/A,SmallSat,Lunar surface exploration and soil sample collection,Successfully tested new propulsion system,1214.5,ESA,No,N/A,Demonstrated reusable rocket landing,https://www.nasa.gov/mission/crew-3
NA-00107,Crew-4,NASA,USA,Government,Sounding Rocket,Telescope,Gamma Ray,2011-08-29,2018-07-01,6.8 years,Atlas V,Vandenberg SFB,Success,Past,Uncrewed,N/A,Telescope,Black hole imaging and stellar cataloguing,Broke distance record for agency,5118.3,None,Partial,N/A,Captured highest resolution images to date,https://www.nasa.gov/mission/crew-4
NA-00108,Crew-5,NASA,USA,Government,Satellite,CubeSat,12U CubeSat,1961-08-15,N/A,Ongoing,Saturn V,Wallops Flight Facility,Ongoing,Past,Crewed,"PS2, MS3, MS2, MS1, Commander",CubeSat,Commercial crew certification flight,Demonstrated reusable rocket landing,2909.8,JAXA,Yes,N/A,Demonstrated reusable rocket landing,https://www.nasa.gov/mission/crew-5
NA-00109,Crew-6,NASA,USA,Government,Technology Demo,Communication Satellite,Military,1988-12-23,2002-08-28,13.7 years,Falcon 9,Kennedy Space Center,Success,Past,Uncrewed,N/A,Communication Satellite,Jupiter moon subsurface ocean investigation,Confirmed presence of subsurface water,6318.5,None,Yes,N/A,First images returned from target destination,https://www.nasa.gov/mission/crew-6
NA-00110,Crew-7,NASA,USA,Government,Telescope,Asteroid,Rendezvous,1988-05-01,1995-04-28,7.0 years,Space Shuttle,Vandenberg SFB,Failed,Past,Uncrewed,N/A,Asteroid,Neptune and Uranus atmospheric study flyby,Orbit insertion burn anomaly,3997.5,None,Partial,Orbit insertion burn anomaly,Detected organic molecules at surface,https://www.nasa.gov/mission/crew-7
NA-00111,Crew-8,NASA,USA,Government,Technology Demo,Jupiter,Flyby,1960-11-08,1974-03-16,13.4 years,Delta IV,Vandenberg SFB,Success,Past,Uncrewed,N/A,Jupiter,Technology demonstration for future deep space missions,First images returned from target destination,8880.5,None,Partial,N/A,Communication lost after initial deployment,https://www.nasa.gov/mission/crew-8
NA-00112,Crew-9,NASA,USA,Government,Commercial,Earth Observation,Land Survey,1993-01-15,2008-08-08,15.6 years,Atlas V,Vandenberg SFB,Success,Past,Uncrewed,N/A,Earth Observation,Technology demonstration for future deep space missions,Captured highest resolution images to date,113.7,ISRO,Partial,N/A,Discovered new geological features,https://www.nasa.gov/mission/crew-9
NA-00113,Crew-10,NASA,USA,Government,Commercial,Asteroid,Rendezvous,2008-01-04,N/A,Ongoing,Atlas V,Wallops Flight Facility,Ongoing,Past,Crewed,"Pilot, PS2, MS3, Commander, MS2, MS1",Asteroid,Solar wind and coronal mass ejection monitoring,Successfully tested new propulsion system,14566.5,None,No,N/A,Successfully deployed all planned instruments,https://www.nasa.gov/mission/crew-10
NA-00114,CRS-1,NASA,USA,Government,Commercial,SmallSat,Science,1969-03-16,1973-05-05,4.1 years,Titan,Vandenberg SFB,Failed,Past,Crewed,"Commander, MS3, PS1",SmallSat,Human lunar landing mission support,Launch vehicle upper stage malfunction,3739.9,None,No,Launch vehicle upper stage malfunction,Detected organic molecules at surface,https://www.nasa.gov/mission/crs-1
NA-00115,CRS-5,NASA,USA,Government,Satellite,Venus,Flyby,1988-06-11,1991-03-04,2.7 years,Delta IV,Vandenberg SFB,Success,Past,Uncrewed,N/A,Venus,Next-generation communication satellite deployment,Partial success - secondary objectives met,7938.4,ISRO,No,N/A,First crewed landing at destination,https://www.nasa.gov/mission/crs-5
NA-00116,CRS-10,NASA,USA,Government,Telescope,Technology Demo,Debris Removal,1969-05-04,1974-10-04,5.4 years,Pegasus,Vandenberg SFB,Success,Past,Uncrewed,N/A,Technology Demo,Interplanetary navigation technology test,First images returned from target destination,2232.3,None,Partial,N/A,Achieved orbit insertion on first attempt,https://www.nasa.gov/mission/crs-10
NA-00117,CRS-15,NASA,USA,Government,Human Spaceflight,SmallSat,Science,2015-10-23,2022-06-17,6.7 years,Falcon 9,Vandenberg SFB,Partial Success,Past,Uncrewed,N/A,SmallSat,Gamma-ray burst detection and cataloguing,Detected organic molecules at surface,13432.9,ESA,No,Reduced data return,Broke distance record for agency,https://www.nasa.gov/mission/crs-15
NA-00118,CRS-20,NASA,USA,Government,Human Spaceflight,Communication Satellite,Broadband,2000-10-31,N/A,Ongoing,Saturn V,Kennedy Space Center,Ongoing,Past,Uncrewed,N/A,Communication Satellite,Microgravity biology experiment in LEO,Deployed constellation of satellites,6618.9,None,Yes,N/A,Completed all primary mission objectives,https://www.nasa.gov/mission/crs-20
NA-00119,CRS-25,NASA,USA,Government,Robotic,Asteroid,Sample Return,1979-11-12,1982-06-12,2.6 years,SLS,Wallops Flight Facility,Success,Past,Uncrewed,N/A,Asteroid,Microgravity biology experiment in LEO,Completed all primary mission objectives,3091.1,None,Partial,N/A,Captured highest resolution images to date,https://www.nasa.gov/mission/crs-25
NA-00120,CRS-30,NASA,USA,Government,Telescope,Earth Observation,Land Survey,1968-11-15,1980-03-28,11.4 years,Pegasus,Wallops Flight Facility,Failed,Past,Uncrewed,N/A,Earth Observation,Human lunar landing mission support,Software error during critical maneuver,1383.4,None,No,Software error during critical maneuver,Failed to achieve orbit due to launch vehicle anomaly,https://www.nasa.gov/mission/crs-30
NA-00121,CAPSTONE,NASA,USA,Government,Commercial,Communication Satellite,Military,1958-02-21,1969-12-27,11.9 years,Delta IV,Kennedy Space Center,Partial Success,Past,Uncrewed,N/A,Communication Satellite,Earth observation for disaster management,Captured highest resolution images to date,4983.7,None,Partial,Partial instrument failure,Captured highest resolution images to date,https://www.nasa.gov/mission/capstone
NA-00122,Lunar Flashlight,NASA,USA,Government,Commercial,Moon,Flyby,1988-03-25,1990-07-27,2.3 years,Space Shuttle,Kennedy Space Center,Success,Past,Uncrewed,N/A,Moon,Microgravity biology experiment in LEO,First images returned from target destination,10702.8,ISRO,No,N/A,Completed all primary mission objectives,https://www.nasa.gov/mission/lunar-flashlight
NA-00123,PRIME-1,NASA,USA,Government,Human Spaceflight,Deep Space,Flyby,1978-04-16,N/A,Ongoing,Delta IV,Wallops Flight Facility,Ongoing,Past,Uncrewed,N/A,Deep Space,Neptune and Uranus atmospheric study flyby,Extended mission beyond original timeline,13343.6,None,Yes,N/A,Mission ongoing - data collection in progress,https://www.nasa.gov/mission/prime-1
